object_type,object_name,ordinal_position,column_name,data_type,nullable,default,identity_kind,generated_kind,meaning,meaning_evidence_status,constraints,misuse_warning
table,candidate_conversations,8,last_inbound_at,timestamp with time zone,True,—,,,字段名显示它可能存放 last_inbound 的时间；发生、生效还是入库时间需由写入代码确认。,合理推测,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,candidate_conversations,9,last_outbound_at,timestamp with time zone,True,—,,,字段名显示它可能存放 last_outbound 的时间；发生、生效还是入库时间需由写入代码确认。,合理推测,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,candidate_conversations,10,created_at,timestamp with time zone,False,now(),,,该行首次写入数据库的时间。,合理推测：通用命名；需代码确认,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,candidate_conversations,11,updated_at,timestamp with time zone,False,now(),,,该行最后一次更新数据库的时间。,合理推测：通用命名；需代码确认,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,chat_history,1,id,bigint,False,nextval('chat_history_id_seq'::regclass),,,该表当前使用的技术行标识；具体稳定性取决于表约束。,合理推测：通用命名；需代码确认,primary_key: PRIMARY KEY (id),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,chat_history,2,conversation_id,text,False,—,,,字段名显示它可能存放 conversation 的标识；当前数据库未给该列注释，是否有外键及命名空间见约束列。,合理推测,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,chat_history,3,role,text,False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,"check: CHECK (role = ANY (ARRAY['user'::text, 'assistant'::text]))",现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,chat_history,4,content,text,False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,chat_history,5,created_at,timestamp with time zone,False,now(),,,该行首次写入数据库的时间。,合理推测：通用命名；需代码确认,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,context_event,1,id,integer,False,nextval('context_event_id_seq'::regclass),,,该表当前使用的技术行标识；具体稳定性取决于表约束。,合理推测：通用命名；需代码确认,primary_key: PRIMARY KEY (id),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,context_event,2,date,character varying(10),False,—,,,当前表使用的日期字段；是否为营业日及其时区需按写入代码确认。,合理推测：通用命名；需代码确认,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,context_event,3,event_type,character varying(50),False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,context_event,4,event_tag,character varying(100),False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,context_event,5,description,text,True,''::text,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,context_event,6,impact_products,text,True,''::text,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,context_event,7,created_by,character varying(50),True,'manual'::character varying,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,context_event,8,created_at,timestamp with time zone,True,now(),,,该行首次写入数据库的时间。,合理推测：通用命名；需代码确认,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,cost_card_item,1,id,bigint,False,nextval('cost_card_item_id_seq'::regclass),,,该表当前使用的技术行标识；具体稳定性取决于表约束。,合理推测：通用命名；需代码确认,primary_key: PRIMARY KEY (id),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,cost_card_item,2,name,text,False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,check: CHECK (btrim(name) <> ''::text),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,cost_card_item,3,item_type,text,False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,"check: CHECK (item_type = ANY (ARRAY['product'::text, 'semi_finished'::text, 'ingredient'::text, 'packaging'::text]))",现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,cost_card_item,4,base_unit,text,False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,check: CHECK (btrim(base_unit) <> ''::text),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,cost_card_item,5,status,text,False,'active'::text,,,该行业务状态；合法状态集合以当前 CHECK 或写入代码为准。,合理推测：通用命名；需代码确认,"check: CHECK (status = ANY (ARRAY['active'::text, 'inactive'::text, 'archived'::text]))",现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,cost_card_item,6,source_ref,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,cost_card_item,7,created_at,timestamp with time zone,False,now(),,,该行首次写入数据库的时间。,合理推测：通用命名；需代码确认,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,cost_card_item,8,updated_at,timestamp with time zone,False,now(),,,该行最后一次更新数据库的时间。,合理推测：通用命名；需代码确认,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,cost_card_item_name_lock,1,name_key,text,False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,check: CHECK (name_key = lower(btrim(name_key)) AND name_key <> ''::text) | primary_key: PRIMARY KEY (name_key),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,cost_card_item_name_lock,2,revision,bigint,False,0,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,check: CHECK (revision >= 0),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,cost_card_item_price,1,id,bigint,False,nextval('cost_card_item_price_id_seq'::regclass),,,该表当前使用的技术行标识；具体稳定性取决于表约束。,合理推测：通用命名；需代码确认,foreign_key: FOREIGN KEY (created_by) REFERENCES app_user(id) ON DELETE SET NULL | foreign_key: FOREIGN KEY (item_id) REFERENCES cost_card_item(id) | primary_key: PRIMARY KEY (id),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,cost_card_item_price,2,item_id,bigint,False,—,,,字段名显示它可能存放 item 的标识；当前数据库未给该列注释，是否有外键及命名空间见约束列。,合理推测,foreign_key: FOREIGN KEY (item_id) REFERENCES cost_card_item(id),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
