current_object_type,current_object,ordinal_position,current_field,current_data_type,current_nullable,current_meaning,meaning_evidence_status,field_disposition,target_field_or_disposition,mapping_basis,field_migration_rule,object_migration_rule,compatibility_rule,risk,implementation_status
table,app_user,3,display_name,text,False,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,PRESERVE_IF_SEMANTICS_MATCH,app_user.display_name,UNIQUE_SAME_NAME_CANDIDATE,必须通过类型、空值、单位、时间和样本对账；同名本身不是迁移证据。失败则按对象迁移规则转换。,账号状态和密码哈希经算法兼容检查后迁移；role_code转换为角色关系；无法验证哈希则强制改密。,登录接口支持一次性强制改密，不复制明文或临时密码。,HIGH,DESIGN_EXPLICIT_NOT_EXECUTED
table,app_user,4,email,text,True,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,TRANSFORM_BY_OBJECT_RULE,OBJECT_TARGETS:app_user | app_user_role,OBJECT_TRANSFORMATION_RULE,账号状态和密码哈希经算法兼容检查后迁移；role_code转换为角色关系；无法验证哈希则强制改密。,账号状态和密码哈希经算法兼容检查后迁移；role_code转换为角色关系；无法验证哈希则强制改密。,登录接口支持一次性强制改密，不复制明文或临时密码。,HIGH,DESIGN_EXPLICIT_NOT_EXECUTED
table,app_user,5,password_hash,text,False,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,PRESERVE_IF_SEMANTICS_MATCH,app_user.password_hash,UNIQUE_SAME_NAME_CANDIDATE,必须通过类型、空值、单位、时间和样本对账；同名本身不是迁移证据。失败则按对象迁移规则转换。,账号状态和密码哈希经算法兼容检查后迁移；role_code转换为角色关系；无法验证哈希则强制改密。,登录接口支持一次性强制改密，不复制明文或临时密码。,HIGH,DESIGN_EXPLICIT_NOT_EXECUTED
table,app_user,6,is_active,boolean,False,字段名显示它可能是 is_active 的布尔标记；NULL 与 false 是否不同需确认。,合理推测,TRANSFORM_BY_OBJECT_RULE,OBJECT_TARGETS:app_user | app_user_role,OBJECT_TRANSFORMATION_RULE,账号状态和密码哈希经算法兼容检查后迁移；role_code转换为角色关系；无法验证哈希则强制改密。,账号状态和密码哈希经算法兼容检查后迁移；role_code转换为角色关系；无法验证哈希则强制改密。,登录接口支持一次性强制改密，不复制明文或临时密码。,HIGH,DESIGN_EXPLICIT_NOT_EXECUTED
table,app_user,7,must_change_password,boolean,False,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,PRESERVE_IF_SEMANTICS_MATCH,app_user.must_change_password,UNIQUE_SAME_NAME_CANDIDATE,必须通过类型、空值、单位、时间和样本对账；同名本身不是迁移证据。失败则按对象迁移规则转换。,账号状态和密码哈希经算法兼容检查后迁移；role_code转换为角色关系；无法验证哈希则强制改密。,登录接口支持一次性强制改密，不复制明文或临时密码。,HIGH,DESIGN_EXPLICIT_NOT_EXECUTED
table,app_user,8,failed_login_count,integer,False,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,PRESERVE_IF_SEMANTICS_MATCH,app_user.failed_login_count,UNIQUE_SAME_NAME_CANDIDATE,必须通过类型、空值、单位、时间和样本对账；同名本身不是迁移证据。失败则按对象迁移规则转换。,账号状态和密码哈希经算法兼容检查后迁移；role_code转换为角色关系；无法验证哈希则强制改密。,登录接口支持一次性强制改密，不复制明文或临时密码。,HIGH,DESIGN_EXPLICIT_NOT_EXECUTED
table,app_user,9,locked_until,timestamp with time zone,True,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,TRANSFORM_BY_OBJECT_RULE,OBJECT_TARGETS:app_user | app_user_role,OBJECT_TRANSFORMATION_RULE,账号状态和密码哈希经算法兼容检查后迁移；role_code转换为角色关系；无法验证哈希则强制改密。,账号状态和密码哈希经算法兼容检查后迁移；role_code转换为角色关系；无法验证哈希则强制改密。,登录接口支持一次性强制改密，不复制明文或临时密码。,HIGH,DESIGN_EXPLICIT_NOT_EXECUTED
table,app_user,10,last_login_at,timestamp with time zone,True,字段名显示它可能存放 last_login 的时间；发生、生效还是入库时间需由写入代码确认。,合理推测,PRESERVE_IF_SEMANTICS_MATCH,app_user.last_login_at,UNIQUE_SAME_NAME_CANDIDATE,必须通过类型、空值、单位、时间和样本对账；同名本身不是迁移证据。失败则按对象迁移规则转换。,账号状态和密码哈希经算法兼容检查后迁移；role_code转换为角色关系；无法验证哈希则强制改密。,登录接口支持一次性强制改密，不复制明文或临时密码。,HIGH,DESIGN_EXPLICIT_NOT_EXECUTED
table,app_user,11,password_changed_at,timestamp with time zone,True,字段名显示它可能存放 password_changed 的时间；发生、生效还是入库时间需由写入代码确认。,合理推测,TRANSFORM_BY_OBJECT_RULE,OBJECT_TARGETS:app_user | app_user_role,OBJECT_TRANSFORMATION_RULE,账号状态和密码哈希经算法兼容检查后迁移；role_code转换为角色关系；无法验证哈希则强制改密。,账号状态和密码哈希经算法兼容检查后迁移；role_code转换为角色关系；无法验证哈希则强制改密。,登录接口支持一次性强制改密，不复制明文或临时密码。,HIGH,DESIGN_EXPLICIT_NOT_EXECUTED
table,app_user,12,created_at,timestamp with time zone,False,该行首次写入数据库的时间。,合理推测：通用命名；需代码确认,SPLIT_OR_RESOLVE_BY_OBJECT_RULE,app_user.created_at | app_user_role.created_at,MULTIPLE_SAME_NAME_TARGETS,账号状态和密码哈希经算法兼容检查后迁移；role_code转换为角色关系；无法验证哈希则强制改密。,账号状态和密码哈希经算法兼容检查后迁移；role_code转换为角色关系；无法验证哈希则强制改密。,登录接口支持一次性强制改密，不复制明文或临时密码。,HIGH,DESIGN_EXPLICIT_NOT_EXECUTED
table,app_user,13,updated_at,timestamp with time zone,False,该行最后一次更新数据库的时间。,合理推测：通用命名；需代码确认,SPLIT_OR_RESOLVE_BY_OBJECT_RULE,app_user.updated_at | app_user_role.updated_at,MULTIPLE_SAME_NAME_TARGETS,账号状态和密码哈希经算法兼容检查后迁移；role_code转换为角色关系；无法验证哈希则强制改密。,账号状态和密码哈希经算法兼容检查后迁移；role_code转换为角色关系；无法验证哈希则强制改密。,登录接口支持一次性强制改密，不复制明文或临时密码。,HIGH,DESIGN_EXPLICIT_NOT_EXECUTED
table,app_user,14,role_code,text,False,账号角色（← app_user_role，082 折入）。一个账号恰好一个角色，由 api/users.js 保证。会话载荷仍返回 roles: [role_code] 数组形状 —— isAdminRole(roles).includes('admin') 依赖它。,已确认：生产库字段注释,TRANSFORM_BY_OBJECT_RULE,OBJECT_TARGETS:app_user | app_user_role,OBJECT_TRANSFORMATION_RULE,账号状态和密码哈希经算法兼容检查后迁移；role_code转换为角色关系；无法验证哈希则强制改密。,账号状态和密码哈希经算法兼容检查后迁移；role_code转换为角色关系；无法验证哈希则强制改密。,登录接口支持一次性强制改密，不复制明文或临时密码。,HIGH,DESIGN_EXPLICIT_NOT_EXECUTED
table,app_user,15,role_assigned_by,bigint,True,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,TRANSFORM_BY_OBJECT_RULE,OBJECT_TARGETS:app_user | app_user_role,OBJECT_TRANSFORMATION_RULE,账号状态和密码哈希经算法兼容检查后迁移；role_code转换为角色关系；无法验证哈希则强制改密。,账号状态和密码哈希经算法兼容检查后迁移；role_code转换为角色关系；无法验证哈希则强制改密。,登录接口支持一次性强制改密，不复制明文或临时密码。,HIGH,DESIGN_EXPLICIT_NOT_EXECUTED
table,app_user,16,role_assigned_at,timestamp with time zone,True,字段名显示它可能存放 role_assigned 的时间；发生、生效还是入库时间需由写入代码确认。,合理推测,TRANSFORM_BY_OBJECT_RULE,OBJECT_TARGETS:app_user | app_user_role,OBJECT_TRANSFORMATION_RULE,账号状态和密码哈希经算法兼容检查后迁移；role_code转换为角色关系；无法验证哈希则强制改密。,账号状态和密码哈希经算法兼容检查后迁移；role_code转换为角色关系；无法验证哈希则强制改密。,登录接口支持一次性强制改密，不复制明文或临时密码。,HIGH,DESIGN_EXPLICIT_NOT_EXECUTED
table,app_user_role_pre083,1,user_id,bigint,True,字段名显示它可能存放 user 的标识；当前数据库未给该列注释，是否有外键及命名空间见约束列。,合理推测,DO_NOT_MIGRATE_WITH_OBJECT,NO_TARGET:ARCHIVE_DROP,OBJECT_RETIRE_OR_REISSUE_RULE,校验与现行角色分配一致后导出校验哈希并归档，不进入新库。,校验与现行角色分配一致后导出校验哈希并归档，不进入新库。,无运行时兼容；确认无调用后删除。,LOW,DESIGN_EXPLICIT_NOT_EXECUTED
table,app_user_role_pre083,2,role_id,bigint,True,字段名显示它可能存放 role 的标识；当前数据库未给该列注释，是否有外键及命名空间见约束列。,合理推测,DO_NOT_MIGRATE_WITH_OBJECT,NO_TARGET:ARCHIVE_DROP,OBJECT_RETIRE_OR_REISSUE_RULE,校验与现行角色分配一致后导出校验哈希并归档，不进入新库。,校验与现行角色分配一致后导出校验哈希并归档，不进入新库。,无运行时兼容；确认无调用后删除。,LOW,DESIGN_EXPLICIT_NOT_EXECUTED
table,app_user_role_pre083,3,assigned_by,bigint,True,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,DO_NOT_MIGRATE_WITH_OBJECT,NO_TARGET:ARCHIVE_DROP,OBJECT_RETIRE_OR_REISSUE_RULE,校验与现行角色分配一致后导出校验哈希并归档，不进入新库。,校验与现行角色分配一致后导出校验哈希并归档，不进入新库。,无运行时兼容；确认无调用后删除。,LOW,DESIGN_EXPLICIT_NOT_EXECUTED
table,app_user_role_pre083,4,assigned_at,timestamp with time zone,True,字段名显示它可能存放 assigned 的时间；发生、生效还是入库时间需由写入代码确认。,合理推测,DO_NOT_MIGRATE_WITH_OBJECT,NO_TARGET:ARCHIVE_DROP,OBJECT_RETIRE_OR_REISSUE_RULE,校验与现行角色分配一致后导出校验哈希并归档，不进入新库。,校验与现行角色分配一致后导出校验哈希并归档，不进入新库。,无运行时兼容；确认无调用后删除。,LOW,DESIGN_EXPLICIT_NOT_EXECUTED
table,app_user_store_scope,1,user_id,bigint,False,字段名显示它可能存放 user 的标识；当前数据库未给该列注释，是否有外键及命名空间见约束列。,合理推测,RESOLVE_SCOPED_ROLE,app_user_role.user_id | app_user_location_scope.user_role_id,MANUAL_EXPLICIT_FIELD,按本行列出的字段逐值迁移或解析；稳定ID只在来源命名空间和证据唯一时解析，来源 NULL 保持 NULL，金额不补0，受限内容不进入普通分析。,先把 user_id 解析为账号，并为迁移时确认的具体角色建立 app_user_role；再将 finance_store 名称通过地点来源证据解析为 location_id，把 assigned_at 作为地点授权 valid_from、assigned_by 解析为 granted_by_user_id。无法唯一确认角色、地点或授权人的记录进入 BLOCKER，不按名称猜填，也不得把一个地点范围默认扩散到该账号的所有角色。,财务网站切换后按 user_role_id + location_id 校验范围；旧接口只在已确认的一对一适配层中接受 user_id/store。,HIGH,DESIGN_EXPLICIT_NOT_EXECUTED
table,app_user_store_scope,2,store,text,False,当前库使用的门店文本/代码；现有表之间没有统一稳定身份保证。,合理推测：通用命名；需代码确认,RESOLVE_STABLE_ID,app_user_location_scope.location_id,MANUAL_EXPLICIT_FIELD,按本行列出的字段逐值迁移或解析；稳定ID只在来源命名空间和证据唯一时解析，来源 NULL 保持 NULL，金额不补0，受限内容不进入普通分析。,先把 user_id 解析为账号，并为迁移时确认的具体角色建立 app_user_role；再将 finance_store 名称通过地点来源证据解析为 location_id，把 assigned_at 作为地点授权 valid_from、assigned_by 解析为 granted_by_user_id。无法唯一确认角色、地点或授权人的记录进入 BLOCKER，不按名称猜填，也不得把一个地点范围默认扩散到该账号的所有角色。,财务网站切换后按 user_role_id + location_id 校验范围；旧接口只在已确认的一对一适配层中接受 user_id/store。,HIGH,DESIGN_EXPLICIT_NOT_EXECUTED
table,app_user_store_scope,3,assigned_by,bigint,True,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,RESOLVE_AUTHORIZER,app_user_location_scope.granted_by_user_id,MANUAL_EXPLICIT_FIELD,按本行列出的字段逐值迁移或解析；稳定ID只在来源命名空间和证据唯一时解析，来源 NULL 保持 NULL，金额不补0，受限内容不进入普通分析。,先把 user_id 解析为账号，并为迁移时确认的具体角色建立 app_user_role；再将 finance_store 名称通过地点来源证据解析为 location_id，把 assigned_at 作为地点授权 valid_from、assigned_by 解析为 granted_by_user_id。无法唯一确认角色、地点或授权人的记录进入 BLOCKER，不按名称猜填，也不得把一个地点范围默认扩散到该账号的所有角色。,财务网站切换后按 user_role_id + location_id 校验范围；旧接口只在已确认的一对一适配层中接受 user_id/store。,HIGH,DESIGN_EXPLICIT_NOT_EXECUTED
